{'ALG_BC_NB': 2375813, 'ALG_BC_WITH_SHAVING_NB': 119708, 'ALG_SHAVING_NB': 1699098, 'ALG_SHAVING_CHANGE_NB': 557007, 'ALG_SHAVING_NO_CHANGE_NB': 1142091, 'PROPAGATOR_ENTAILMENT_NB': 3733859, 'PROPAGATOR_FILTER_NB': 63857336, 'PROPAGATOR_FILTER_NO_CHANGE_NB': 21381370, 'PROPAGATOR_INCONSISTENCY_NB': 630380, 'SOLVER_BACKTRACK_NB': 1772470, 'SOLVER_CHOICE_NB': 46310, 'SOLVER_CHOICE_DEPTH': 31, 'SOLVER_SOLUTION_NB': 25}
         2171256980 function calls (2171249652 primitive calls) in 2682.249 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:731(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:765(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:1178(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_AppendAction)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1257(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1319(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1382(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1286(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:20(DummyArray)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:775(__init__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:397(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:402(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 value.py:435(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:446(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 typeref.py:136(_TypeIterator)
        1    0.000    0.000    0.000    0.000 typeref.py:151(_TypeListIterator)
        1    0.000    0.000    0.000    0.000 orcjit.py:13(_SymbolAddress)
        1    0.000    0.000    0.000    0.000 misc.py:10(PyObject)
        1    0.000    0.000    0.000    0.000 containers.py:674(ListTypeIterableType)
        1    0.000    0.000    0.000    0.000 misc.py:336(SliceType)
        1    0.000    0.000    0.000    0.000 ir.py:615(SetItem)
        1    0.000    0.000    0.000    0.000 ir.py:990(PopBlock)
        1    0.000    0.000    0.000    0.000 ir.py:742(StaticRaise)
        1    0.000    0.000    0.000    0.000 ir.py:771(DynamicRaise)
        1    0.000    0.000    0.000    0.000 ir.py:1057(FreeVar)
        1    0.000    0.000    0.000    0.000 iterators.py:5(RangeType)
        1    0.000    0.000    0.000    0.000 values.py:514(FormattedConstant)
        1    0.000    0.000    0.000    0.000 instructions.py:179(InvokeInstr)
        1    0.000    0.000    0.000    0.000 targetconfig.py:160(__init__)
        1    0.000    0.000    0.000    0.000 scalars.py:135(Complex)
        1    0.000    0.000    0.000    0.000 function_type.py:97(UndefinedFunctionType)
        1    0.000    0.000    0.000    0.000 scalars.py:77(IntegerLiteral)
        1    0.000    0.000    0.000    0.000 templates.py:1294(BaseRegistryLoader)
        1    0.000    0.000    0.000    0.000 targetconfig.py:85(_MetaTargetConfig)
        1    0.000    0.000    0.000    0.000 cgutils.py:238(DataStructProxy)
        1    0.000    0.000    0.000    0.000 packer.py:159(_Unflattener)
        1    0.000    0.000    0.000    0.000 models.py:341(MemInfoModel)
        1    0.000    0.000    0.000    0.000 models.py:722(ComplexModel)
        1    0.000    0.000    0.000    0.000 pythonapi.py:66(_UnboxContext)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:11(_MarkNrtCallVisitor)
        1    0.000    0.000    0.000    0.000 generators.py:301(LowerYield)
        1    0.000    0.000    0.000    0.000 interpreter.py:27(_UNKNOWN_VALUE)
        1    0.000    0.000    0.000    0.000 byteflow.py:75(_lazy_pformat)
        1    0.000    0.000    0.000    0.000 event.py:296(RecordingListener)
        1    0.000    0.000    0.000    0.000 builtins.py:764(NPTimedeltaAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1123(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1098(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 parfor.py:124(internal_prange)
        1    0.000    0.000    0.000    0.000 codegen.py:948(AOTCodeLibrary)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 options.py:14(Mapping)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:301(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:487(CanonicalizeLoopEntry)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:566(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1638(LiteralPropagationSubPipelinePass)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1740(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:533(NoPythonSupportedFeatureValidation)
        1    0.000    0.000    0.000    0.000 dufunc.py:154(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 withcontexts.py:59(_ByPassContextType)
        1    0.000    0.000    0.000    0.000 listobject.py:87(ErrorHandler)
        1    0.000    0.000    0.000    0.000 function_type.py:31(FunctionProtoModel)
        1    0.000    0.000    0.000    0.000 typing.py:2554(final)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1106(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1079(_AppendConstAction)
        2    0.000    0.000    0.000    0.000 arrayprint.py:514(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1276(BoolFormat)
        1    0.000    0.000    0.000    0.000 module.py:233(_GlobalsIterator)
        1    0.000    0.000    0.000    0.000 value.py:402(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:468(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 errors.py:604(NotDefinedError)
        1    0.000    0.000    0.000    0.000 ir.py:307(Inst)
        1    0.000    0.000    0.000    0.000 ir.py:1366(Loop)
        1    0.000    0.000    0.000    0.000 _utils.py:62(_HasMetadata)
        1    0.000    0.000    0.000    0.000 values.py:619(MetaDataArgument)
        1    0.000    0.000    0.000    0.000 instructions.py:819(FilterClause)
        1    0.000    0.000    0.000    0.000 models.py:1375(StructRefModel)
        1    0.000    0.000    0.000    0.000 builtins.py:551(SetItemCPointer)
        1    0.000    0.000    0.000    0.000 builtins.py:622(StaticGetItemLiteralList)
        1    0.000    0.000    0.000    0.000 typeinfer.py:459(StaticGetItemConstraint)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 ssa.py:220(_BaseHandler)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1523(PropagateLiterals)
        4    0.000    0.000    0.000    0.000 inspect.py:3083(return_annotation)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:702(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        2    0.000    0.000    0.000    0.000 ffi.py:267(__enter__)
        2    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 utils.py:774(threadsafe_cached_property)
        1    0.000    0.000    0.000    0.000 value.py:457(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 misc.py:497(ClassDataType)
        1    0.000    0.000    0.000    0.000 ir.py:877(Jump)
        1    0.000    0.000    0.000    0.000 ir.py:894(Branch)
        1    0.000    0.000    0.000    0.000 ir.py:963(EnterWith)
        1    0.000    0.000    0.000    0.000 ir.py:1038(Global)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 types.py:320(FloatType)
        1    0.000    0.000    0.000    0.000 types.py:334(DoubleType)
        1    0.000    0.000    0.000    0.000 values.py:1199(BlockAddress)
        1    0.000    0.000    0.000    0.000 instructions.py:200(Terminator)
        1    0.000    0.000    0.000    0.000 transforms.py:45(ReplaceCalls)
        1    0.000    0.000    0.000    0.000 instructions.py:828(LandingPadInstr)
        1    0.000    0.000    0.000    0.000 templates.py:341(AbstractTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:474(ConcreteTemplate)
        1    0.000    0.000    0.000    0.000 models.py:291(EnumModel)
        1    0.000    0.000    0.000    0.000 static_getitem.py:5(RewriteConstGetitems)
        1    0.000    0.000    0.000    0.000 tracing.py:10(TLS)
        1    0.000    0.000    0.000    0.000 builtins.py:856(TypeRefAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:677(GenericNotIn)
        1    0.000    0.000    0.000    0.000 builtins.py:1046(Enumerate)
        1    0.000    0.000    0.000    0.000 npydecl.py:358(Numpy_method_redirection)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:640(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:419(PreserveIR)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1796(RewriteDynamicRaises)
        1    0.000    0.000    0.000    0.000 ssa.py:37(_CacheListVars)
        1    0.000    0.000    0.000    0.000 ssa.py:260(_GatherDefsHandler)
        1    0.000    0.000    0.000    0.000 typed_passes.py:219(NopythonRewrites)
        1    0.000    0.000    0.000    0.000 typed_passes.py:540(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        1    0.000    0.000    0.000    0.000 caching.py:209(_InTreeCacheLocator)
        1    0.000    0.000    0.000    0.000 caching.py:720(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 wrappers.py:480(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:250(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 withcontexts.py:79(_CallContextType)
        1    0.000    0.000    0.000    0.000 gufunc.py:49(GUFuncLowerer)
        1    0.000    0.000    0.000    0.000 listobj.py:130(ListPayloadAccessor)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:76(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1689(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 typing.py:1282(__ror__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1804(identity)
        1    0.000    0.000    0.000    0.000 argparse.py:680(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 value.py:426(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 value.py:479(_IncomingBlocksIterator)
        1    0.000    0.000    0.000    0.000 utils.py:484(UniqueDict)
        1    0.000    0.000    0.000    0.000 abstract.py:248(Number)
        1    0.000    0.000    0.000    0.000 ir.py:700(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:814(StaticTryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:1682(UndefinedType)
        1    0.000    0.000    0.000    0.000 functions.py:476(_PickleableWeakRef)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 types.py:100(LabelType)
        1    0.000    0.000    0.000    0.000 context.py:5(Context)
        3    0.000    0.000    0.000    0.000 builder.py:83(_uniop_intrinsic_int)
        1    0.000    0.000    0.000    0.000 instructions.py:804(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 typeof.py:120(_typeof_float)
        1    0.000    0.000    0.000    0.000 typeof.py:163(_typeof_none)
        1    0.000    0.000    0.000    0.000 templates.py:1319(RegistryLoader)
        1    0.000    0.000    0.000    0.000 models.py:852(SetIterModel)
        1    0.000    0.000    0.000    0.000 models.py:897(NestedArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:1050(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 extending.py:561(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 postproc.py:16(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 static_getitem.py:49(RewriteStringLiteralGetitems)
        1    0.000    0.000    0.000    0.000 ir_print.py:5(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 compiler.py:348(StateDict)
        1    0.000    0.000    0.000    0.000 builtins.py:22(Print)
        1    0.000    0.000    0.000    0.000 builtins.py:772(NPDatetimeAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:570(TupleConstructor)
        1    0.000    0.000    0.000    0.000 builtins.py:657(StaticGetItemClass)
        1    0.000    0.000    0.000    0.000 parfor.py:5233(ReduceInfer)
        1    0.000    0.000    0.000    0.000 typeinfer.py:442(PairSecondConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:835(DelItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:888(PrintConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1772(NullDebug)
        1    0.000    0.000    0.000    0.000 npydecl.py:561(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:209(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:241(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:52(ExtractByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:205(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:237(GenericRewrites)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:131(IRProcessing)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:435(FindLiterallyCalls)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:111(FixupArgs)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:562(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1735(SimplifyCFG)
        1    0.000    0.000    0.000    0.000 typed_passes.py:252(PreParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:402(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1643(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1759(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:223(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:853(DeadCodeElimination)
        1    0.000    0.000    0.000    0.000 pylowering.py:24(_Undefined)
        1    0.000    0.000    0.000    0.000 parallel.py:284(_nop)
        1    0.000    0.000    0.000    0.000 wrappers.py:668(_ScalarArgLoader)
        1    0.000    0.000    0.000    0.000 listobject.py:54(ListModel)
        1    0.000    0.000    0.000    0.000 ccallback.py:17(_CFuncCompiler)
        1    0.000    0.000    0.000    0.000 __init__.py:1066(__setitem__)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:730(IndexExpression)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        1    0.000    0.000    0.000    0.000 ir.py:355(Terminator)
        1    0.000    0.000    0.000    0.000 ir.py:715(Del)
        1    0.000    0.000    0.000    0.000 ir.py:948(Yield)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 iterators.py:20(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 instructions.py:418(CastInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:612(InsertElement)
        1    0.000    0.000    0.000    0.000 npytypes.py:640(PolynomialType)
        1    0.000    0.000    0.000    0.000 types.py:352(_Repeat)
        1    0.000    0.000    0.000    0.000 templates.py:896(_TemplateTargetHelperMixin)
        1    0.000    0.000    0.000    0.000 models.py:354(IntegerModel)
        1    0.000    0.000    0.000    0.000 models.py:734(TupleModel)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:490(instance)
        1    0.000    0.000    0.000    0.000 compiler.py:516(Compiler)
        1    0.000    0.000    0.000    0.000 builtins.py:811(NumberClassAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1085(Next)
        1    0.000    0.000    0.000    0.000 builtins.py:1157(IndexValueType)
        1    0.000    0.000    0.000    0.000 typeinfer.py:258(_BuildContainerConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:860(SetAttrConstraint)
        1    0.000    0.000    0.000    0.000 externals.py:104(_Installer)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:157(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:179(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:427(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:442(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:72(TranslateByteCode)
        1    0.000    0.000    0.000    0.000 typed_passes.py:344(ParforFusionPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:187(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:563(NoPythonBackend)
        1    0.000    0.000    0.000    0.000 caching.py:723(LibraryCache)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:33(UFuncTargetOptions)
        2    0.000    0.000    0.000    0.000 misc.py:344(key)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1802(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:691(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1276(_ExtendAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:363(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1377(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 __init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 _internal.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:448(RClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:550(CClass)
        1    0.000    0.000    0.000    0.000 _array_like.py:160(_UnknownType)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 config.py:184(validate)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 executionengine.py:227(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 module.py:244(_FunctionsIterator)
        1    0.000    0.000    0.000    0.000 utils.py:187(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:20(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 utils.py:534(BenchmarkResult)
        1    0.000    0.000    0.000    0.000 errors.py:664(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 misc.py:26(Undefined)
        1    0.000    0.000    0.000    0.000 misc.py:36(UndefVar)
        1    0.000    0.000    0.000    0.000 errors.py:100(NumbaPedanticWarning)
        1    0.000    0.000    0.000    0.000 containers.py:850(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 errors.py:634(LoweringError)
        1    0.000    0.000    0.000    0.000 errors.py:702(InternalError)
        1    0.000    0.000    0.000    0.000 errors.py:712(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 misc.py:272(NoneType)
        1    0.000    0.000    0.000    0.000 misc.py:551(UnicodeIteratorType)
        1    0.000    0.000    0.000    0.000 ir.py:634(StaticSetItem)
        1    0.000    0.000    0.000    0.000 ir.py:655(DelItem)
        1    0.000    0.000    0.000    0.000 ir.py:672(SetAttr)
        1    0.000    0.000    0.000    0.000 ir.py:687(DelAttr)
        1    0.000    0.000    0.000    0.000 ir.py:800(TryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:836(DynamicTryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:930(Print)
        1    0.000    0.000    0.000    0.000 iterators.py:92(ArrayIterator)
        1    0.000    0.000    0.000    0.000 instructions.py:432(LoadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:454(StoreInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:475(LoadAtomicInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:494(StoreAtomicInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:514(AllocaInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:595(ExtractElement)
        1    0.000    0.000    0.000    0.000 instructions.py:633(ShuffleVector)
        1    0.000    0.000    0.000    0.000 npytypes.py:628(NumPyRandomBitGeneratorType)
        1    0.000    0.000    0.000    0.000 npytypes.py:634(NumPyRandomGeneratorType)
        1    0.000    0.000    0.000    0.000 _utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 values.py:417(Value)
        2    0.000    0.000    0.000    0.000 builder.py:114(_uniop_intrinsic_with_flag)
        1    0.000    0.000    0.000    0.000 transforms.py:36(CallVisitor)
        1    0.000    0.000    0.000    0.000 instructions.py:665(ExtractValue)
        1    0.000    0.000    0.000    0.000 instructions.py:692(InsertValue)
        1    0.000    0.000    0.000    0.000 instructions.py:722(Unreachable)
        1    0.000    0.000    0.000    0.000 instructions.py:754(AtomicRMW)
        1    0.000    0.000    0.000    0.000 scalars.py:12(Boolean)
        1    0.000    0.000    0.000    0.000 scalars.py:98(BooleanLiteral)
        1    0.000    0.000    0.000    0.000 special.py:14(prange)
        1    0.000    0.000    0.000    0.000 models.py:362(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:745(UnionModel)
        1    0.000    0.000    0.000    0.000 models.py:866(ArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:1366(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:1124(ZipType)
        1    0.000    0.000    0.000    0.000 ir_utils.py:36(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:124(RegistryLoader)
        1    0.000    0.000    0.000    0.000 pythonapi.py:96(NativeValue)
        1    0.000    0.000    0.000    0.000 postproc.py:5(YieldPoint)
        1    0.000    0.000    0.000    0.000 static_getitem.py:95(RewriteStringLiteralSetitems)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
        1    0.000    0.000    0.000    0.000 compiler.py:339(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 byteflow.py:2035(AdaptCFBlock)
        1    0.000    0.000    0.000    0.000 callconv.py:910(ErrorModel)
        1    0.000    0.000    0.000    0.000 builtins.py:32(PrintItem)
        1    0.000    0.000    0.000    0.000 builtins.py:91(GetIter)
        1    0.000    0.000    0.000    0.000 builtins.py:113(PairFirst)
        1    0.000    0.000    0.000    0.000 builtins.py:127(PairSecond)
        1    0.000    0.000    0.000    0.000 builtins.py:459(TupleCompare)
        1    0.000    0.000    0.000    0.000 builtins.py:542(GetItemCPointer)
        1    0.000    0.000    0.000    0.000 builtins.py:601(StaticGetItemTuple)
        1    0.000    0.000    0.000    0.000 builtins.py:1018(Complex)
        1    0.000    0.000    0.000    0.000 typeinfer.py:215(ArgConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:238(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:322(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 parfor.py:3053(ParforPreLoweringPass)
        1    0.000    0.000    0.000    0.000 typeinfer.py:391(ExhaustIterConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:424(PairFirstConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:748(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 typeinfer.py:774(SetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:803(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 npydecl.py:542(BaseStackTemplate)
        1    0.000    0.000    0.000    0.000 npydecl.py:628(NdEnumerate)
        1    0.000    0.000    0.000    0.000 codegen.py:973(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.000    0.000 intrinsics.py:8(_DivmodFixer)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:22(FastFloatCallVisitor)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:135(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:262(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:456(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:495(__init__)
